,sqft,url,price,locality,postalCode,Type,Year built,Heating,Cooling,Parking,Price/sqft,beds,baths,timeOnZillow,views,saves,zestimate,rentalZestimate,ele_rating,ele_dist,mid_rating,mid_dist,high_rating,high_dist,original_city
309,1376,https://www.zillow.com/homedetails/34540-Wells-Ave-Fremont-CA-94555/25051000_zpid/,1050000.0,Fremont,94555,Single Family,1977,"Forced air, Gas",Central,0,763,3,2,2.0,700,31,1087796,3200,8,0.2,8,1.7,10,1.4,fremont-ca
310,1536,https://www.zillow.com/homedetails/40826-Capa-Dr-Fremont-CA-94539/25032364_zpid/,1489000.0,Fremont,94539,Single Family,1964,Forced air,Central,0,969,3,2,2.0,518,18,1486533,3974,9,0.3,9,0.5,10,1.0,fremont-ca
311,1382,https://www.zillow.com/homedetails/49002-Cinnamon-Fern-Cmn-UNIT-312-Fremont-CA-94539/94687035_zpid/,430647.0,Fremont,94539,Condo,2009,Electric,Central,0,312,3,2,19.0,11182,330,437334,3200,10,1.7,8,5.2,9,5.1,fremont-ca
312,2031,https://www.zillow.com/homedetails/251-Saint-Nicholas-Ct-Fremont-CA-94539/25033619_zpid/,1699900.0,Fremont,94539,Single Family,1959,"Forced air, Gas",None,0,837,4,2,2.0,770,24,1729538,5051,9,0.3,9,0.2,10,0.4,fremont-ca
313,1074,https://www.zillow.com/homedetails/4533-Cerritos-Ave-Fremont-CA-94536/25004313_zpid/,900000.0,Fremont,94536,Single Family,1953,"Forced air, Gas",Central,0,838,3,2,2.0,645,17,857600,3100,5,0.4,7,1.3,9,1.7,fremont-ca
314,880,https://www.zillow.com/homedetails/33212-Lake-Lanier-Pl-Fremont-CA-94555/25048569_zpid/,759000.0,Fremont,94555,Single Family,1969,"Wall, Gas",None,0,863,2,1,2.0,461,19,731454,2700,8,1.5,8,2.9,10,2.7,fremont-ca
315,1332,https://www.zillow.com/homedetails/41600-Carol-Ter-Fremont-CA-94538/25034802_zpid/,940000.0,Fremont,94538,Single Family,1994,"Forced air, Gas",None,0,706,3,3,4.0,1361,70,960660,3200,8,0.6,8,0.6,9,0.8,fremont-ca
316,1140,https://www.zillow.com/homedetails/277-Junipero-Cmn-Fremont-CA-94536/25016061_zpid/,699900.0,Fremont,94536,Townhouse,1974,"Forced air, Gas",None,0,614,2,2,20.0,3674,137,721389,2750,8,0.6,7,1.6,9,1.7,fremont-ca
317,1375,https://www.zillow.com/homedetails/4474-Red-Oak-Cmn-Fremont-CA-94538/25042336_zpid/,1200000.0,Fremont,94538,Single Family,1987,Forced air,Central,0,873,3,3,4.0,1226,65,1227045,3200,8,0.5,8,0.4,9,0.1,fremont-ca
318,2365,https://www.zillow.com/homedetails/225-Viento-Dr-Fremont-CA-94536/25018224_zpid/,1599000.0,Fremont,94536,Single Family,1976,"Forced air, Gas",Central,0,676,5,3,3.0,988,23,1666700,3616,7,0.4,7,2.6,9,2.3,fremont-ca
319,1577,https://www.zillow.com/homedetails/39529-Dorrington-Ct-Fremont-CA-94538/25010183_zpid/,1099000.0,Fremont,94538,Single Family,1963,"Forced air, Gas",None,0,697,4,2,5.0,1701,82,1149223,3450,7,0.2,7,0.2,7,0.6,fremont-ca
320,4520,https://www.zillow.com/homedetails/1175-Saguare-Ter-Fremont-CA-94539/25029134_zpid/,3190000.0,Fremont,94539,Single Family,1984,Forced air,Central,0,706,5,3,4.0,1112,50,3190004,7504,9,1.3,8,4.0,9,4.0,fremont-ca
321,1857,https://www.zillow.com/homedetails/2463-Prado-Cmn-Fremont-CA-94539/318986076_zpid/,1452000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,782,3,4,2.0,52,0,3190004,7504,9,1.3,8,4.0,9,4.0,fremont-ca
322,1857,https://www.zillow.com/homedetails/2487-Prado-Cmn-Fremont-CA-94539/318986087_zpid/,1452000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,782,3,4,2.0,31,1,3190004,7504,9,1.3,8,4.0,9,4.0,fremont-ca
323,1857,https://www.zillow.com/homedetails/2495-Prado-Cmn-Fremont-CA-94539/318986086_zpid/,1452000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,782,3,4,2.0,55,2,3190004,7504,9,1.3,8,4.0,9,4.0,fremont-ca
324,1648,https://www.zillow.com/homedetails/253-Anza-St-Fremont-CA-94539/2088974008_zpid/,900000.0,Fremont,94539,Single Family,2012,"Forced air, Gas",Central,0,546,3,4,43.0,10956,206,1356258,3500,9,0.1,9,1.7,10,1.2,fremont-ca
325,1131,https://www.zillow.com/homedetails/37180-Oak-St-Fremont-CA-94536/25006427_zpid/,849950.0,Fremont,94536,Single Family,1925,"Forced air, Gas",Central,0,752,2,1,9.0,1594,72,894244,3150,7,0.4,8,0.3,10,0.5,fremont-ca
326,1207,https://www.zillow.com/homedetails/43167-Washington-Cmn-Fremont-CA-94539/25022509_zpid/,899800.0,Fremont,94539,Townhouse,1970,"Forced air, Gas",Central,0,745,3,2,2.0,460,11,882926,3000,9,0.9,9,1.2,10,0.8,fremont-ca
327,1857,https://www.zillow.com/homedetails/2479-Prado-Cmn-Fremont-CA-94539/318986088_zpid/,1452000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,782,3,4,2.0,52,0,882926,3000,9,0.9,9,1.2,10,0.8,fremont-ca
328,2701,https://www.zillow.com/homedetails/600-Curtner-Rd-Fremont-CA-94539/25027561_zpid/,1950000.0,Fremont,94539,Single Family,1974,Forced air,Central,0,722,4,4,11.0,3364,136,1972630,6304,9,0.9,8,3.6,9,3.5,fremont-ca
329,1857,https://www.zillow.com/homedetails/2455-Prado-Cmn-Fremont-CA-94539/318986077_zpid/,1452000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,782,3,4,2.0,52,1,1972630,6304,9,0.9,8,3.6,9,3.5,fremont-ca
330,1552,https://www.zillow.com/homedetails/39090-Presidio-Way-APT-237-Fremont-CA-94538/2077650760_zpid/,700000.0,Fremont,94538,Condo,1974,"Baseboard, Electric",Wall,0,451,2,2,2.0,375,16,1972630,6304,9,0.9,8,3.6,9,3.5,fremont-ca
331,1624,https://www.zillow.com/homedetails/4620-Boone-Dr-Fremont-CA-94538/25044901_zpid/,1400000.0,Fremont,94538,Single Family,1961,"Forced air, Gas",Central,0,862,3,2,2.0,258,4,1429143,3399,9,0.8,7,0.2,7,0.4,fremont-ca
332,2165,https://www.zillow.com/homedetails/40072-Kelly-St-Fremont-CA-94538/25035835_zpid/,1188000.0,Fremont,94538,Single Family,1957,Forced air,Central,0,549,5,5,3.0,1188,34,1229613,3300,8,0.2,7,1.0,7,1.3,fremont-ca
333,1444,https://www.zillow.com/homedetails/4849-Allegro-Ct-Fremont-CA-94538/25045551_zpid/,1090000.0,Fremont,94538,Single Family,1962,"Forced air, Gas",Central,0,755,4,2,3.0,785,20,1053359,3300,7,0.1,7,1.2,7,0.8,fremont-ca
334,1125,https://www.zillow.com/homedetails/4478-Cahill-St-Fremont-CA-94538/25038176_zpid/,819999.0,Fremont,94538,Single Family,1955,Forced air,Central,0,729,3,2,5.0,1922,49,896910,3150,5,0.4,7,0.9,7,0.9,fremont-ca
335,1146,https://www.zillow.com/homedetails/39993-Fremont-Blvd-APT-208-Fremont-CA-94538/2128246158_zpid/,599800.0,Fremont,94538,Condo,1987,"Wall, Gas",Wall,0,523,2,2,10.0,1706,65,691667,2800,7,0.7,7,0.7,7,1.0,fremont-ca
336,1645,https://www.zillow.com/homedetails/4302-Pecos-Ave-Fremont-CA-94555/25046597_zpid/,1250000.0,Fremont,94555,Single Family,1972,"Forced air, Gas",Central,0,760,3,2,4.0,1206,43,1308352,3500,7,0.7,8,1.6,10,1.5,fremont-ca
337,1124,https://www.zillow.com/homedetails/38700-Tyson-Ln-APT-204A-Fremont-CA-94536/64966571_zpid/,735000.0,Fremont,94536,Condo,2000,"Forced air, Gas",Central,0,654,2,2,2.0,286,12,741933,2850,8,0.6,7,1.7,9,1.4,fremont-ca
338,1954,https://www.zillow.com/homedetails/2441-Washington-Blvd-Fremont-CA-94539/318986085_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,89,4,741933,2850,8,0.6,7,1.7,9,1.4,fremont-ca
339,1954,https://www.zillow.com/homedetails/2497-Washington-Blvd-Fremont-CA-94539/318986078_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,79,3,741933,2850,8,0.6,7,1.7,9,1.4,fremont-ca
340,848,https://www.zillow.com/homedetails/38381-Princeton-Ter-7-Fremont-CA-94538/25012444_zpid/,549000.0,Fremont,94538,Condo,1990,Forced air,None,0,647,2,2,57.0,3957,145,552965,2600,8,0.3,7,1.4,9,1.1,fremont-ca
341,1954,https://www.zillow.com/homedetails/2473-Washington-Blvd-Fremont-CA-94539/318986081_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,89,1,552965,2600,8,0.3,7,1.4,9,1.1,fremont-ca
342,1344,https://www.zillow.com/homedetails/711-Old-Canyon-Rd-SPACE-71-Fremont-CA-94536/2077691463_zpid/,194900.0,Fremont,94536,Mobile / Manufactured,1970,Forced air,Central,0,0,2,2,5.0,740,18,552965,2600,8,0.3,7,1.4,9,1.1,fremont-ca
343,1954,https://www.zillow.com/homedetails/2441-Washington-Blvd-Fremont-CA-94539/318986085_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,89,4,552965,2600,8,0.3,7,1.4,9,1.1,fremont-ca
344,1146,https://www.zillow.com/homedetails/39993-Fremont-Blvd-APT-208-Fremont-CA-94538/2128246158_zpid/,599800.0,Fremont,94538,Condo,1987,"Wall, Gas",Wall,0,523,2,2,10.0,1706,65,691667,2800,7,0.7,7,0.7,7,1.0,fremont-ca
345,1954,https://www.zillow.com/homedetails/2497-Washington-Blvd-Fremont-CA-94539/318986078_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,79,3,691667,2800,7,0.7,7,0.7,7,1.0,fremont-ca
346,1340,https://www.zillow.com/homedetails/3680-Yorktown-Rd-Fremont-CA-94538/25041197_zpid/,1099000.0,Fremont,94538,Single Family,1954,"Wall, Gas",Wall,0,820,4,2,8.0,1572,42,1126474,3250,8,0.2,8,1.1,9,1.1,fremont-ca
347,936,https://www.zillow.com/homedetails/37050-Meadowbrook-Cmn-APT-104-Fremont-CA-94536/25014504_zpid/,449000.0,Fremont,94536,Condo,1984,"Forced air, Gas",Central,0,480,2,1,8.0,1169,48,451709,2415,7,0.6,8,0.6,10,0.6,fremont-ca
348,5065,https://www.zillow.com/homedetails/41280-Vargas-Rd-Fremont-CA-94539/116150360_zpid/,3798000.0,Fremont,94539,Single Family,1985,Forced air,Central,0,750,4,4,115.0,3967,82,3683881,8000,9,1.7,9,1.5,10,1.2,fremont-ca
349,2548,https://www.zillow.com/homedetails/4526-Calaveras-Ave-Fremont-CA-94538/25009883_zpid/,1449000.0,Fremont,94538,Single Family,1961,"Forced air, Gas",Central,0,569,5,3,3.0,496,9,1259559,3500,7,0.3,7,0.4,7,0.7,fremont-ca
350,1954,https://www.zillow.com/homedetails/2457-Washington-Blvd-Fremont-CA-94539/318986083_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,68,3,1259559,3500,7,0.3,7,0.4,7,0.7,fremont-ca
351,1954,https://www.zillow.com/homedetails/2481-Washington-Blvd-Fremont-CA-94539/318986080_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,62,1,1259559,3500,7,0.3,7,0.4,7,0.7,fremont-ca
352,12075,https://www.zillow.com/homedetails/2465-Tecado-Ter-Fremont-CA-94539/25021179_zpid/,10860000.0,Fremont,94539,Single Family,1993,"Forced air, Electric, Gas, Solar",Central,0,899,6,9,453.0,3227,66,10291994,5195,9,1.8,9,1.7,10,1.4,fremont-ca
353,1213,https://www.zillow.com/homedetails/36184-Potel-Cmn-Fremont-CA-94536/25015473_zpid/,724998.0,Fremont,94536,Townhouse,1984,Forced air,Central,0,598,2,3,44.0,2625,85,749570,2956,8,0.6,7,1.7,9,1.8,fremont-ca
354,1199,https://www.zillow.com/homedetails/38623-Cherry-Ln-APT-166-Fremont-CA-94536/25019339_zpid/,599888.0,Fremont,94536,Condo,1974,"Baseboard, Electric",Wall,0,500,3,2,54.0,3058,84,618717,2699,7,0.9,7,1.9,9,1.6,fremont-ca
355,1954,https://www.zillow.com/homedetails/2449-Washington-Blvd-Fremont-CA-94539/318986084_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,35,1,618717,2699,7,0.9,7,1.9,9,1.6,fremont-ca
356,1218,https://www.zillow.com/homedetails/427-Escobar-St-Fremont-CA-94539/25022636_zpid/,1188000.0,Fremont,94539,Single Family,1953,Forced air,Wall,0,975,3,2,5.0,1188,22,1251933,3570,9,0.3,9,1.4,10,0.9,fremont-ca
357,5456,https://www.zillow.com/homedetails/338-Harvard-Cmn-Fremont-CA-94539/119590785_zpid/,3199888.0,Fremont,94539,Single Family,2013,"Forced air, Gas",Central,0,586,6,6,4.0,628,17,3097871,9500,9,0.4,9,0.1,10,0.6,fremont-ca
359,2343,https://www.zillow.com/homedetails/38081-Temple-Way-Fremont-CA-94536/25011068_zpid/,1499888.0,Fremont,94536,Single Family,1954,"Forced air, Electric, Gas",Central,0,640,6,4,35.0,2597,35,1528098,3350,8,0.3,7,1.0,9,0.8,fremont-ca
360,1954,https://www.zillow.com/homedetails/2489-Washington-Blvd-Fremont-CA-94539/318986079_zpid/,1278000.0,Fremont,94539,Single Family,2020,"Forced air, Gas",Central,0,654,3,4,2.0,49,3,1528098,3350,8,0.3,7,1.0,9,0.8,fremont-ca
361,4842,https://www.zillow.com/homedetails/33919-Milton-St-Fremont-CA-94555/25048288_zpid/,2499888.0,Fremont,94555,Single Family,1989,Forced air,Central,0,516,5,4,66.0,2292,64,1837244,5271,7,1.4,8,2.2,10,2.0,fremont-ca
362,2810,https://www.zillow.com/homedetails/43591-Euclid-Dr-Fremont-CA-94539/25023749_zpid/,2150000.0,Fremont,94539,Single Family,1988,Forced air,Central,0,765,5,3,11.0,1836,49,2157565,5679,9,1.2,9,1.7,10,1.6,fremont-ca
363,750,https://www.zillow.com/homedetails/38455-Bronson-St-APT-124-Fremont-CA-94536/25012110_zpid/,359000.0,Fremont,94536,Condo,1970,Gas,None,0,479,1,1,38.0,2123,37,363907,2000,8,0.2,7,0.9,9,0.6,fremont-ca
364,2449,https://www.zillow.com/homedetails/1960-Jackson-Ct-Fremont-CA-94539/25034724_zpid/,1020393.0,Fremont,94539,Single Family,1962,"Forced air, Gas",Central,0,0,4,2,93.0,2581,30,1839960,2000,8,0.2,7,0.9,9,0.6,fremont-ca
365,1908,https://www.zillow.com/homedetails/37072-Shasta-St-Fremont-CA-94536/25006127_zpid/,1298800.0,Fremont,94536,Single Family,1962,"Forced air, Gas",Central,0,681,4,3,11.0,1622,37,1344060,3750,7,0.5,8,0.2,10,0.7,fremont-ca
366,3346,https://www.zillow.com/homedetails/1756-Acacia-Way-Fremont-CA-94536/79539113_zpid/,1899000.0,Fremont,94536,Single Family,2006,"Forced air, Gas",Central,0,568,5,5,212.0,2547,59,1917417,5812,8,0.1,7,1.1,9,0.9,fremont-ca
367,3624,https://www.zillow.com/homedetails/3164-Middlefield-Ave-Fremont-CA-94539/25034163_zpid/,2099909.0,Fremont,94539,Single Family,1956,"Forced air, Gas",Central,0,0,5,4,207.0,2879,79,2100439,5812,8,0.1,7,1.1,9,0.9,fremont-ca
368,900,https://www.zillow.com/homedetails/47112-Warm-Springs-Blvd-APT-109-Fremont-CA-94539/25029565_zpid/,585000.0,Fremont,94539,Condo,1982,"Wall, Electric",Central,0,650,2,1,4.0,552,31,588234,2495,10,0.3,8,3.5,9,3.4,fremont-ca
369,1248,https://www.zillow.com/homedetails/40909-High-St-Fremont-CA-94538/25035115_zpid/,1100000.0,Fremont,94538,Single Family,1964,"Wall, Gas",Central,0,881,3,2,8.0,1158,40,1147229,3300,8,0.7,7,1.7,7,1.8,fremont-ca
370,3281,https://www.zillow.com/homedetails/2657-Bailey-Ct-Fremont-CA-94536/25012170_zpid/,1725000.0,Fremont,94536,Single Family,1976,Forced air,Central,0,526,4,4,36.0,3603,75,1822785,4738,8,0.1,7,1.0,9,0.7,fremont-ca
371,2132,https://www.zillow.com/homedetails/100-Black-Mountain-Cir-Fremont-CA-94536/52975814_zpid/,1399900.0,Fremont,94536,Single Family,1999,"Forced air, Gas",Central,0,657,3,3,8.0,1098,21,1427349,3984,8,1.3,7,1.9,9,2.2,fremont-ca
372,1771,https://www.zillow.com/homedetails/47232-Cavanaugh-Cmn-Fremont-CA-94539/122160417_zpid/,1230000.0,Fremont,94539,Townhouse,2014,Forced air,Central,0,695,3,4,10.0,1223,44,1230210,3641,10,0.1,8,3.7,9,3.6,fremont-ca
374,1558,https://www.zillow.com/homedetails/37259-Ann-Marie-Ter-Fremont-CA-94536/25006097_zpid/,877777.0,Fremont,94536,Townhouse,1988,"Forced air, Gas",Wall,0,563,3,3,32.0,2734,59,907730,3300,5,0.5,7,1.1,9,1.4,fremont-ca
375,894,https://www.zillow.com/homedetails/Morse-Ter-Fremont-CA-94539/2077691412_zpid/,685000.0,Fremont,94539,Condo,1987,Radiant,None,0,766,2,2,5.0,615,27,907730,3300,5,0.5,7,1.1,9,1.4,fremont-ca
376,988,https://www.zillow.com/homedetails/37168-Meadowbrook-Cmn-APT-102-Fremont-CA-94536/25014617_zpid/,515000.0,Fremont,94536,Condo,1984,Forced air,Central,0,521,2,2,35.0,2705,89,536449,2500,7,0.7,8,0.7,10,0.6,fremont-ca
378,1037,https://www.zillow.com/homedetails/37109-Dondero-Way-Fremont-CA-94536/25005989_zpid/,828888.0,Fremont,94536,Single Family,1951,Wall,Central,0,799,3,1,57.0,2597,53,860653,3000,5,0.3,7,1.2,9,1.5,fremont-ca
379,5685,https://www.zillow.com/homedetails/45415-Grapevine-Ct-Fremont-CA-94539/25024723_zpid/,3849000.0,Fremont,94539,Single Family,1991,Forced air,Central,0,677,5,6,85.0,2859,35,3063050,7271,9,1.2,8,3.7,9,3.8,fremont-ca
380,1445,https://www.zillow.com/homedetails/4951-Yellowstone-Park-Dr-Fremont-CA-94538/25039773_zpid/,1089000.0,Fremont,94538,Single Family,1960,Forced air,Central,0,754,3,2,79.0,2498,47,1088606,3200,7,0.7,7,1.9,7,1.6,fremont-ca
381,1758,https://www.zillow.com/homedetails/3337-Washington-Blvd-Fremont-CA-94539/25032943_zpid/,1399000.0,Fremont,94539,Single Family,1985,"Forced air, Gas",Central,0,796,3,2,15.0,2216,68,1418594,4337,9,0.3,9,1.0,10,1.4,fremont-ca
382,4800,https://www.zillow.com/homedetails/3808-Monte-Sereno-Ter-Fremont-CA-94539/25030968_zpid/,3438000.0,Fremont,94539,Single Family,1997,"Forced air, Gas",Central,0,716,5,5,217.0,2482,27,3306034,8584,10,1.7,8,5.2,9,5.2,fremont-ca
383,3637,https://www.zillow.com/homedetails/1602-Mento-Ter-Fremont-CA-94539/299072161_zpid/,2399950.0,Fremont,94539,Single Family,2020,Forced air,Central,0,660,5,4,122.0,1862,33,2363812,8584,10,1.7,8,5.2,9,5.2,fremont-ca
384,4304,https://www.zillow.com/homedetails/38015-Stenhammer-Dr-Fremont-CA-94536/25018593_zpid/,1599000.0,Fremont,94536,Single Family,1976,"Forced air, Electric, Gas",None,0,372,4,4,59.0,2310,51,1621514,5245,7,0.7,7,3.1,9,2.9,fremont-ca
385,2591,https://www.zillow.com/homedetails/3215-Nathan-Ct-Fremont-CA-94539/25034184_zpid/,1890000.0,Fremont,94539,Single Family,1955,"Forced air, Gas",Central,0,729,4,3,68.0,2093,61,1891253,5463,9,0.3,9,1.0,10,1.4,fremont-ca
386,1351,https://www.zillow.com/homedetails/40630-High-St-Fremont-CA-94538/25035363_zpid/,734800.0,Fremont,94538,Condo,1982,"Radiant, Other",None,0,544,3,3,18.0,1694,27,764030,3090,8,0.3,7,1.4,7,1.6,fremont-ca
387,1306,https://www.zillow.com/homedetails/2491-Corriea-Way-Fremont-CA-94539/25032014_zpid/,1289900.0,Fremont,94539,Single Family,1972,"Forced air, Gas","Central, Wall",0,988,3,3,9.0,1002,40,1312159,3150,9,0.8,9,0.8,10,1.2,fremont-ca
388,1784,https://www.zillow.com/homedetails/47128-Yucatan-Dr-Fremont-CA-94539/25025024_zpid/,1448888.0,Fremont,94539,Single Family,1975,"Forced air, Gas",Central,0,812,4,3,109.0,2315,48,1425541,4561,10,0.3,8,3.8,9,3.7,fremont-ca
389,1620,https://www.zillow.com/homedetails/39340-Blacow-Rd-Fremont-CA-94538/25043842_zpid/,1050000.0,Fremont,94538,Single Family,1959,"Forced air, Gas",Central,0,648,4,2,7.0,1078,37,1089242,3300,9,0.2,7,0.6,7,0.6,fremont-ca
390,1008,https://www.zillow.com/homedetails/37461-Parish-Cir-2E-Fremont-CA-94536/25015108_zpid/,578000.0,Fremont,94536,Condo,1989,Baseboard,Wall,0,573,2,2,8.0,802,43,583890,2550,8,1.2,7,0.3,9,0.7,fremont-ca
391,1460,https://www.zillow.com/homedetails/35935-Killorglin-Cmn-Fremont-CA-94536/25020590_zpid/,1100000.0,Fremont,94536,Single Family,1989,Gas,None,0,753,3,3,15.0,2465,103,1136131,3200,8,0.9,7,1.7,9,1.9,fremont-ca
392,1207,https://www.zillow.com/homedetails/644-Praderia-Cir-Fremont-CA-94539/25023914_zpid/,999000.0,Fremont,94539,Townhouse,1988,Forced air,Central,0,828,2,2,59.0,2278,68,1022402,3400,9,0.5,9,2.0,10,1.7,fremont-ca
394,1821,https://www.zillow.com/homedetails/745-Maya-Ct-Fremont-CA-94539/25025767_zpid/,1588000.0,Fremont,94539,Single Family,1971,Forced air,Central,0,872,3,2,18.0,1586,33,1613776,4603,10,0.7,8,4.3,9,4.2,fremont-ca
396,2495,https://www.zillow.com/homedetails/105-E-St-Fremont-CA-94536/2087568338_zpid/,1560000.0,Fremont,94536,Single Family,2020,Gas,Central,0,625,4,4,30.0,3213,54,1586281,2700,8,0.1,7,1.7,9,1.7,fremont-ca
398,968,https://www.zillow.com/homedetails/42944-Corte-Verde-Fremont-CA-94539/25021427_zpid/,749000.0,Fremont,94539,Townhouse,1971,"Forced air, Gas",None,0,774,2,2,53.0,1735,32,799693,2800,9,1.1,9,1.3,10,0.8,fremont-ca
400,10725,https://www.zillow.com/homedetails/190-Sea-Cliff-Ave-San-Francisco-CA-94121/15088685_zpid/,25000000.0,San Francisco,94121,Single Family,1913,"Forced air, Gas",Central,0,2331,4,6.5,4.0,9974,632,11425617,13500,9,0.5,8,0.5,8,0.7,san-francisco-ca
402,1166,https://www.zillow.com/homedetails/2335-30th-Ave-San-Francisco-CA-94116/15120701_zpid/,1095000.0,San Francisco,94116,Single Family,1926,"Forced air, Gas",Central,0,939,3,2,2.0,2398,204,1361146,4000,8,0.4,9,0.7,7,0.5,san-francisco-ca
403,2079,https://www.zillow.com/homedetails/655-Goettingen-St-San-Francisco-CA-94134/15171797_zpid/,989000.0,San Francisco,94134,Single Family,1924,"Forced air, Gas",Central,0,476,4,2,2.0,1805,190,1055257,4200,6,0.3,3,0.3,6,0.2,san-francisco-ca
404,1000,https://www.zillow.com/homedetails/163-Naples-St-San-Francisco-CA-94112/15168030_zpid/,749000.0,San Francisco,94112,Single Family,1918,"Forced air, Gas",Central,0,749,3,1,3.0,3099,188,1064423,3450,5,0.5,3,0.3,3,0.4,san-francisco-ca
405,1180,https://www.zillow.com/homedetails/3601-Ortega-St-San-Francisco-CA-94122/15113951_zpid/,995000.0,San Francisco,94122,Single Family,1945,"Forced air, Gas",Central,0,843,2,1,3.0,1803,114,1276864,4000,10,0.1,9,0.3,7,1.3,san-francisco-ca
406,7440,https://www.zillow.com/homedetails/150-Glenbrook-Ave-San-Francisco-CA-94114/15130078_zpid/,22000000.0,San Francisco,94114,Single Family,2018,Gas,Central,0,2957,6,7.5,37.0,22060,663,21147244,12224,9,0.4,6,0.5,5,0.7,san-francisco-ca
407,6902,https://www.zillow.com/homedetails/224-Sea-Cliff-Ave-San-Francisco-CA-94121/15088697_zpid/,17500000.0,San Francisco,94121,Single Family,1926,"Forced air, Gas",Central,0,2535,6,7,5.0,4590,106,17323232,13500,9,0.5,8,0.5,8,0.7,san-francisco-ca
408,7039,https://www.zillow.com/homedetails/435-Marina-Blvd-San-Francisco-CA-94123/15069609_zpid/,25000000.0,San Francisco,94123,Single Family,1986,Forced air,Central,0,3552,5,7.5,64.0,16994,442,23528158,16791,7,1.0,9,0.2,7,1.0,san-francisco-ca
409,1525,https://www.zillow.com/homedetails/1770-26th-Ave-San-Francisco-CA-94122/15111040_zpid/,1195000.0,San Francisco,94122,Single Family,1932,"Forced air, Gas",Central,0,784,3,2,3.0,2527,229,1413094,4200,9,0.7,10,0.4,7,0.5,san-francisco-ca
410,1196,https://www.zillow.com/homedetails/248-Lauren-Ct-San-Francisco-CA-94134/114314036_zpid/,368008.0,San Francisco,94134,Condo,2008,Forced air,Central,0,308,2,2,31.0,23113,549,365633,3400,1,0.6,4,0.3,6,0.7,san-francisco-ca
411,852,https://www.zillow.com/homedetails/501-Beale-St-UNIT-11F-San-Francisco-CA-94105/69819296_zpid/,399449.0,San Francisco,94105,Condo,2006,Forced air,Central,0,469,2,1,89.0,13215,227,439387,3500,5,1.7,3,1.3,2,1.0,san-francisco-ca
412,1575,https://www.zillow.com/homedetails/1971-21st-Ave-San-Francisco-CA-94116/15114679_zpid/,995000.0,San Francisco,94116,Single Family,1938,"Forced air, Gas",Central,0,632,2,2,2.0,1434,84,1469451,4500,10,0.8,7,0.6,7,0.3,san-francisco-ca
413,447,https://www.zillow.com/homedetails/595-12th-Ave-APT-11-San-Francisco-CA-94118/15095040_zpid/,595000.0,San Francisco,94118,Condo,1926,"Forced air, Gas",Central,0,1331,1,1,9.0,4029,208,628092,3200,8,0.4,9,0.8,4,1.0,san-francisco-ca
414,1879,https://www.zillow.com/homedetails/369-Ralston-St-San-Francisco-CA-94132/15190064_zpid/,1190000.0,San Francisco,94132,Single Family,1927,Forced air,None,0,633,4,3,5.0,4132,268,1414387,3650,8,0.2,6,0.7,10,1.1,san-francisco-ca
415,8630,https://www.zillow.com/homedetails/2590-Green-St-San-Francisco-CA-94123/15080660_zpid/,28800000.0,San Francisco,94123,Single Family,1920,Forced air,Central,0,3337,5,8,107.0,16587,240,26262451,82883,2,0.5,5,0.8,7,0.8,san-francisco-ca
416,495,https://www.zillow.com/homedetails/989-14th-St-San-Francisco-CA-94114/111933657_zpid/,695000.0,San Francisco,94114,Condo,1908,"Forced air, Gas",Wall,0,1404,1,1,2.0,1021,85,691202,2895,6,0.1,3,0.5,1,0.5,san-francisco-ca
