sqft,url,price,locality,postalCode,Type,Year built,Heating,Cooling,Parking,Price/sqft,beds,baths,timeOnZillow,views,saves,zestimate,rentalZestimate,ele_rating,ele_dist,mid_rating,mid_dist,high_rating,high_dist,original_city
"1,604",https://www.zillow.com/community/montecito/2078031192_zpid/,"$1,738,000+",Mountain View,94043,Townhouse,No Data,No Data,No Data,0,"$1,084",3,4,60,3,14,"$3,403,020","$9,661/mo",6,0.6 mi,6,0.5 mi,9,2.2 mi,mountain-view-ca
959,https://www.zillow.com/homedetails/49-Showers-Dr-APT-E147-Mountain-View-CA-94040/19509782_zpid/,"$899,000",Mountain View,94040,Condo,1976,"Forced air, Gas",None,0,$937,1,1,78 days,403,9,"$888,544","$3,000/mo",9,2.1 mi,8,0.9 mi,9,1.2 mi,mountain-view-ca
"2,880",https://www.zillow.com/homedetails/1802-Higdon-Ave-Mountain-View-CA-94041/153170409_zpid/,"$2,098,888",Mountain View,94041,Multiple Occupancy,1962,Gas,None,0,0,Studio,--,52 days,386,6,"$2,135,579","$3,200/mo",5,0.4 mi,7,1.1 mi,9,1.5 mi,mountain-view-ca
"1,614",https://www.zillow.com/homedetails/2006-Thea-Cir-Mountain-View-CA-94043/2077949850_zpid/,"$1,838,000",Mountain View,94043,Townhouse,2020,"Forced air, Gas",Central,0,"$1,139",3,4,28 days,708,6,"$2,135,579","$3,200/mo",5,0.4 mi,7,1.1 mi,9,1.5 mi,mountain-view-ca
"1,407",https://www.zillow.com/homedetails/2016-Montecito-Ave-Mountain-View-CA-94043/300482288_zpid/,"$1,475,000",Mountain View,94043,Townhouse,2020,"Forced air, Gas",Central,0,"$1,048",2,3,49 days,411,18,"$1,480,598","$3,200/mo",5,0.4 mi,7,1.1 mi,9,1.5 mi,mountain-view-ca
"1,100",https://www.zillow.com/homedetails/191-E-El-Camino-121-Mountain-View-CA-94040/2079476748_zpid/,"$199,000",Mountain View,94040,Mobile / Manufactured,1967,"Forced air, Gas",None,0,0,2,2,134 days,204,3,"$1,480,598","$3,200/mo",5,0.4 mi,7,1.1 mi,9,1.5 mi,mountain-view-ca
"1,614",https://www.zillow.com/community/montecito/2077830492_zpid/,"$1,838,000+",Mountain View,94043,Townhouse,No Data,"Forced air, Gas",Central,0,"$1,139",3,4,40,1,3,"$1,480,598","$3,200/mo",5,0.4 mi,7,1.1 mi,9,1.5 mi,mountain-view-ca
"1,732",https://www.zillow.com/community/estancia/2080747474_zpid/,"$1,681,880+",Mountain View,94040,Townhouse,No Data,No Data,No Data,0,$971,3,4,82,3,3,"$1,480,598","$3,200/mo",5,0.4 mi,7,1.1 mi,9,1.5 mi,mountain-view-ca
"1,456",https://www.zillow.com/homedetails/1950-Leghorn-St-Mountain-View-CA-94043/2113128670_zpid/,"$3,200,000",Mountain View,94043,Vacant Land,1966,Gas,No Data,0,0,0.54,0,215 days,429,3,"$1,950,256","$3,550/mo",6,0.8 mi,6,0.6 mi,9,2.4 mi,mountain-view-ca
"1,276",https://www.zillow.com/homedetails/1925-Colony-St-Mountain-View-CA-94043/19512754_zpid/,"$1,998,000",Mountain View,94043,Multiple Occupancy,1946,None,None,0,0,Studio,--,96 days,227,0,"$1,998,266","$3,000/mo",6,0.8 mi,6,0.3 mi,9,2.3 mi,mountain-view-ca
"3,554",https://www.zillow.com/homedetails/1555-Mercy-St-Mountain-View-CA-94041/153170942_zpid/,"$3,295,000",Mountain View,94041,Multiple Occupancy,1939,"Wall, Gas",None,0,0,Studio,--,208 days,485,5,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,687",https://www.zillow.com/homedetails/2250-Mora-Pl-BUILDING-7-Mountain-View-CA-94040/2078000552_zpid/,"$1,680,880",Mountain View,94040,Townhouse,2020,No Data,No Data,0,$996,3,4,31 days,337,9,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,682",https://www.zillow.com/community/estancia/2080747475_zpid/,"$1,691,880+",Mountain View,94040,Townhouse,No Data,No Data,No Data,0,"$1,006",3,4,97,2,9,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,687",https://www.zillow.com/community/estancia/2080747472_zpid/,"$1,661,880+",Mountain View,94040,Townhouse,No Data,No Data,No Data,0,$985,3,4,30,1,9,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,732",https://www.zillow.com/homedetails/117-Ranch-Ln-9-Mountain-View-CA-94040/2077849514_zpid/,"$1,728,196",Mountain View,94040,Townhouse,2020,No Data,No Data,0,$998,3,4,18 days,112,6,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,732",https://www.zillow.com/homedetails/113-Ranch-Ln-9-Mountain-View-CA-94040/2085839666_zpid/,"$1,722,170",Mountain View,94040,Townhouse,2020,No Data,No Data,0,$994,3,4,18 days,161,5,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,682",https://www.zillow.com/homedetails/2256-Mora-Pl-BUILDING-6-Mountain-View-CA-94040/2088482814_zpid/,"$1,745,097",Mountain View,94040,Townhouse,2020,No Data,No Data,0,"$1,038",3,4,200 days,140,7,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,732",https://www.zillow.com/homedetails/2248-Mora-Pl-BUILDING-7-Mountain-View-CA-94040/2087810405_zpid/,"$1,698,880",Mountain View,94040,Townhouse,2020,No Data,No Data,0,$981,3,4,148 days,191,9,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,705",https://www.zillow.com/community/estancia/2080747476_zpid/,"$1,691,880+",Mountain View,94040,Townhouse,No Data,No Data,No Data,0,$992,3,4,26,2,9,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,966",https://www.zillow.com/community/estancia/2080747464_zpid/,"$1,851,880+",Mountain View,94040,Townhouse,No Data,No Data,No Data,0,$942,3,4,81,3,9,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"1,705",https://www.zillow.com/homedetails/106-Hacienda-Ln-10-Mountain-View-CA-94040/2084587302_zpid/,"$1,733,880",Mountain View,94040,Townhouse,2020,No Data,No Data,0,"$1,017",3,4,162 days,74,5,"$3,023,247","$3,000/mo",8,1 mi,7,0.7 mi,9,1.3 mi,mountain-view-ca
"2,308",https://www.zillow.com/homedetails/679-Yosemite-Ave-Mountain-View-CA-94041/19515061_zpid/,"$3,595,000",Mountain View,94041,Single Family,1946,Forced air,None,0,"$1,558",4,4,7 days,630,12,"$2,786,635","$6,800/mo",8,0.6 mi,7,0.3 mi,9,2 mi,mountain-view-ca
"3,711",https://www.zillow.com/homedetails/1125-Castro-St-Mountain-View-CA-94040/2077815935_zpid/,"$3,998,000",Mountain View,94040,Single Family,2020,No Data,No Data,0,"$1,077",5,4,16 days,"1,180",32,"$3,933,563","$6,800/mo",8,0.6 mi,7,0.3 mi,9,2 mi,mountain-view-ca
"4,574",https://www.zillow.com/homedetails/823-Burgoyne-St-Mountain-View-CA-94043/19511573_zpid/,"$2,513,000",Mountain View,94043,Single Family,2014,"Forced air, Gas","Central, Wall",0,$549,3,3,23 days,"1,498",36,"$3,198,793","$5,011/mo",7,0.1 mi,6,0.3 mi,9,1.9 mi,mountain-view-ca
"1,644",https://www.zillow.com/homedetails/1929-Aberdeen-Ln-Mountain-View-CA-94043/94699992_zpid/,"$1,398,950",Mountain View,94043,Townhouse,2009,"Forced air, Other",No Data,0,$851,3,4,24 days,"1,323",45,"$1,533,583","$4,950/mo",6,0.8 mi,6,0.4 mi,9,2.3 mi,mountain-view-ca
"2,894",https://www.zillow.com/homedetails/176-Elmwood-St-Mountain-View-CA-94043/153169944_zpid/,"$2,250,000",Mountain View,94043,Multiple Occupancy,1919,Gas,None,0,0,Studio,--,218 days,201,1,"$2,177,164","$3,400/mo",7,0.6 mi,6,0.9 mi,9,2.5 mi,mountain-view-ca
"1,747",https://www.zillow.com/homedetails/196-Elmwood-St-Mountain-View-CA-94043/19513435_zpid/,"$2,250,000",Mountain View,94043,Multiple Occupancy,1910,Gas,None,0,0,Studio,--,218 days,193,2,"$2,221,231","$3,500/mo",7,0.6 mi,6,0.9 mi,9,2.5 mi,mountain-view-ca
"2,296",https://www.zillow.com/homedetails/2040-W-Middlefield-Rd-APT-24-Mountain-View-CA-94043/19512840_zpid/,"Est. $1,813,580",Mountain View,94043,Condo,1974,Other,No Data,0,0,3,3,60 days,365,5,"$1,818,267","$3,500/mo",7,0.6 mi,6,0.9 mi,9,2.5 mi,mountain-view-ca
"1,311",https://www.zillow.com/homedetails/1947-San-Luis-Ave-APT-1-Mountain-View-CA-94043/19512357_zpid/,"Est. $1,236,799",Mountain View,94043,Condo,1980,Other,No Data,1,0,3,1.5,211 days,466,3,"$1,240,208","$3,500/mo",7,0.6 mi,6,0.9 mi,9,2.5 mi,mountain-view-ca
"30,000",https://www.zillow.com/homedetails/10979-Chalon-Rd-Los-Angeles-CA-90077/20529055_zpid/,"$67,500,000",Los Angeles,90077,Single Family,2018,"Forced air, Gas",Central,0,"$2,250",12.0,25,71 days,"109,104","3,595","$37,518,047","$71,170/mo",9,2.2 mi,5,2.4 mi,6,2.4 mi,los-angeles-ca
"41,000",https://www.zillow.com/homedetails/10697-Somma-Way-Los-Angeles-CA-90077/2087104502_zpid/,"$78,000,000",Los Angeles,90077,Single Family,2020,Forced air,Central,0,"$1,902",8.0,21,151 days,"57,516","1,819","$84,426,385","$51,159/mo",10,1.8 mi,6,2.9 mi,6,2.4 mi,los-angeles-ca
"21,046",https://www.zillow.com/homedetails/1426-Summitridge-Dr-Beverly-Hills-CA-90210/20523143_zpid/,"$46,500,000",Beverly Hills,90210,Single Family,2020,Forced air,Central,0,"$2,209",6.0,9,15 days,"36,736","2,022","$84,426,385","$51,159/mo",10,1.8 mi,6,2.9 mi,6,2.4 mi,los-angeles-ca
"10,500",https://www.zillow.com/homedetails/4379-Firmament-Ave-Encino-CA-91436/19991124_zpid/,"$9,500,000",Encino,91436,Single Family,2019,Forced air,Central,0,$905,8.0,10,7 days,"13,511",972,"$9,314,291","$35,000/mo",8,1.3 mi,5,3.3 mi,5,3 mi,los-angeles-ca
"1,304",https://www.zillow.com/homedetails/454-E-Avenue-28-Los-Angeles-CA-90031/20636967_zpid/,"$739,000",Los Angeles,90031,Single Family,1895,Forced air,Central,0,$567,3.0,2,3 days,"3,703",499,"$747,903","$2,895/mo",2,0.4 mi,5,0.8 mi,4,1.6 mi,los-angeles-ca
"1,420",https://www.zillow.com/homedetails/8057-Darby-Pl-Reseda-CA-91335/19903100_zpid/,"$598,500",Reseda,91335,Single Family,1953,Other,Evaporative,0,$421,3.0,2,2 days,"2,562",287,"$627,000","$3,000/mo",1,0.5 mi,2,0.7 mi,6,1.8 mi,los-angeles-ca
758,https://www.zillow.com/homedetails/18645-Hatteras-St-UNIT-215-Los-Angeles-CA-91356/19933899_zpid/,"$340,900",Los Angeles,91356,Condo,1973,"Forced air, Electric",Central,0,$450,1.0,1,8 days,"4,878",122,"$324,429","$1,775/mo",3,0.4 mi,7,0.7 mi,4,1 mi,los-angeles-ca
"38,000",https://www.zillow.com/homedetails/2571-Wallingford-Dr-Beverly-Hills-CA-90210/20532066_zpid/,"$85,000,000",Beverly Hills,90210,Single Family,2000,"None, Forced air",Other,0,"$2,237",12.0,24,297 days,"60,391","2,163","$36,454,092","$120,699/mo",10,3.1 mi,5,4 mi,6,4.9 mi,los-angeles-ca
"5,695",https://www.zillow.com/homedetails/8436-Carlton-Way-Los-Angeles-CA-90069/244502057_zpid/,"$8,995,000",Los Angeles,90069,Single Family,2019,Forced air,Central,0,"$1,579",3.0,5,3 days,"2,640",275,"$36,454,092","$120,699/mo",10,3.1 mi,5,4 mi,6,4.9 mi,los-angeles-ca
"1,569",https://www.zillow.com/homedetails/5924-Weaver-St-Los-Angeles-CA-90042/20771354_zpid/,"$849,000",Los Angeles,90042,Single Family,1937,Forced air,Central,0,$541,3.0,2,2 days,"1,689",294,"$864,436","$2,400/mo",6,0.3 mi,6,0.7 mi,6,4.9 mi,los-angeles-ca
"2,076",https://www.zillow.com/homedetails/8315-Marmont-Ln-Los-Angeles-CA-90069/20797465_zpid/,"$2,199,950",Los Angeles,90069,Single Family,1931,"None, Forced air",Central,0,"$1,060",2.0,2,2 days,"1,695",104,"$1,199,951","$7,990/mo",7,1.2 mi,2,2.2 mi,7,1.2 mi,los-angeles-ca
"1,301",https://www.zillow.com/homedetails/6855-Vanscoy-Ave-North-Hollywood-CA-91605/20004902_zpid/,"$779,000",North Hollywood,91605,Single Family,1953,Forced air,Central,0,$599,3.0,3,8 days,"6,108",506,"$816,095","$3,500/mo",5,0.4 mi,4,0.7 mi,5,1.3 mi,los-angeles-ca
"28,660",https://www.zillow.com/homedetails/67-Beverly-Park-Ct-Beverly-Hills-CA-90210/20533576_zpid/,"$160,000,000",Beverly Hills,90210,Single Family,1998,Forced air,Central,0,"$5,583",20.0,23,746 days,"101,725","1,382","$46,281,531","$132,515/mo",10,3.4 mi,5,4.4 mi,6,5.5 mi,los-angeles-ca
"1,216",https://www.zillow.com/homedetails/854-N-Dillon-St-Los-Angeles-CA-90026/20745291_zpid/,"$1,175,000",Los Angeles,90026,Single Family,1926,Forced air,Central,0,$966,2.0,2,3 days,"1,672",196,"$1,175,009","$3,950/mo",5,0.4 mi,7,1 mi,8,1.6 mi,los-angeles-ca
"1,500",https://www.zillow.com/homedetails/13691-Gavina-Ave-UNIT-648-Sylmar-CA-91342/136709742_zpid/,"$195,000",Sylmar,91342,Single Family,2020,No Data,No Data,0,$130,3.0,2,8 days,"9,778",579,"$1,175,009","$3,950/mo",5,0.4 mi,7,1 mi,8,1.6 mi,los-angeles-ca
"7,200",https://www.zillow.com/homedetails/6161-Mulholland-Hwy-Los-Angeles-CA-90068/20806331_zpid/,"$7,495,000",Los Angeles,90068,Single Family,2008,Forced air,Central,0,"$1,041",5.0,6,3 days,"2,256",210,"$7,387,928","$26,000/mo",6,1.5 mi,3,2.2 mi,5,2.2 mi,los-angeles-ca
"1,697",https://www.zillow.com/homedetails/403-E-43rd-St-Los-Angeles-CA-90011/20618340_zpid/,"$559,990",Los Angeles,90011,Single Family,1903,Wall,None,0,$330,4.0,3,38 days,"7,711",592,"$559,991","$2,700/mo",1,0.5 mi,2,0.5 mi,3,1.1 mi,los-angeles-ca
"2,120",https://www.zillow.com/homedetails/118-Robinson-St-Los-Angeles-CA-90026/20627121_zpid/,"$875,000",Los Angeles,90026,Single Family,1912,Forced air,"Central, Wall",0,$413,4.0,2,5 days,"3,218",348,"$1,111,344","$3,300/mo",5,0.2 mi,5,0.5 mi,3,1.5 mi,los-angeles-ca
"1,447",https://www.zillow.com/homedetails/4501-Jessica-Dr-Los-Angeles-CA-90065/20765998_zpid/,"$699,000",Los Angeles,90065,Single Family,1948,"None, Forced air",Central,0,$483,3.0,2,4 days,"3,721",354,"$968,778","$3,200/mo",8,0.5 mi,6,1.4 mi,3,1.5 mi,los-angeles-ca
"2,564",https://www.zillow.com/homedetails/6141-Rockcliff-Dr-Los-Angeles-CA-90068/20806387_zpid/,"$1,950,000",Los Angeles,90068,Single Family,1931,Forced air,Central,0,$761,3.0,4,5 days,"4,406",348,"$2,293,863","$7,500/mo",6,1.4 mi,3,2.1 mi,5,2.2 mi,los-angeles-ca
"7,240",https://www.zillow.com/homedetails/16656-Oldham-St-Encino-CA-91436/19994960_zpid/,"$5,495,000",Encino,91436,Single Family,2018,Forced air,Central,0,$759,6.0,7,11 days,"13,059",915,"$4,812,673","$8,000/mo",8,0.4 mi,7,3.3 mi,5,2.9 mi,los-angeles-ca
"1,716",https://www.zillow.com/homedetails/1821-Fairburn-Ave-APT-201-Los-Angeles-CA-90025/68993489_zpid/,"$5,000",Los Angeles,90025,Single Family,2006,Forced air,Central,0,$3,3.0,3,106 days,"17,851",837,"$1,177,688","$5,700/mo",6,2.2 mi,7,3.3 mi,5,2.9 mi,los-angeles-ca
"1,924",https://www.zillow.com/homedetails/19947-Cantara-St-Winnetka-CA-91306/19906642_zpid/,"$719,000",Winnetka,91306,Single Family,1971,"Forced air, Gas",Central,0,$374,4.0,3,3 days,"1,658",212,"$727,585","$3,500/mo",3,0.1 mi,2,1 mi,6,3.2 mi,los-angeles-ca
"5,278",https://www.zillow.com/homedetails/4946-Vanalden-Ave-Tarzana-CA-91356/19946969_zpid/,"$3,999,900",Tarzana,91356,Single Family,1960,Other,Central,0,$758,4.0,6,2 days,"1,316",90,"$3,691,262","$13,000/mo",7,0.6 mi,7,0.8 mi,8,1.4 mi,los-angeles-ca
"5,572",https://www.zillow.com/homedetails/11011-Anzio-Rd-Los-Angeles-CA-90077/20530221_zpid/,"$10,500,000",Los Angeles,90077,Single Family,1964,Forced air,Central,0,"$1,884",6.0,7,3 days,"2,464",170,"$10,399,159","$45,000/mo",9,1.7 mi,5,3 mi,6,3 mi,los-angeles-ca
"1,677",https://www.zillow.com/homedetails/4400-Ambrose-Ave-Los-Angeles-CA-90027/20810460_zpid/,"$1,895,000",Los Angeles,90027,Single Family,1936,Forced air,Central,0,"$1,130",3.0,2,2 days,"1,476",129,"$1,925,232","$6,500/mo",9,0.2 mi,7,0.9 mi,8,0.5 mi,los-angeles-ca
"15,200",https://www.zillow.com/homedetails/1460-Laurel-Way-Beverly-Hills-CA-90210/20523275_zpid/,"$44,500,000",Beverly Hills,90210,Single Family,2020,Forced air,Central,0,"$2,928",7.0,13,88 days,"32,996","1,544","$6,775,143","$40,000/mo",10,2.1 mi,5,3 mi,6,4.3 mi,los-angeles-ca
"4,350",https://www.zillow.com/homedetails/11585-Bellagio-Rd-Los-Angeles-CA-90049/20528769_zpid/,"$4,995,000",Los Angeles,90049,Single Family,1939,"Forced air, Other",Central,0,"$1,148",5.0,5,5 days,"5,607",396,"$6,782,557","$23,500/mo",9,2.6 mi,5,2.4 mi,6,2 mi,los-angeles-ca
"3,290",https://www.zillow.com/homedetails/13847-W-Sunset-Blvd-Pacific-Palisades-CA-90272/20546299_zpid/,"$3,650,000",Pacific Palisades,90272,Single Family,1927,Forced air,None,0,"$1,109",4.0,3,3 days,"1,802",144,"$3,650,023","$18,061/mo",9,1 mi,7,0.9 mi,8,1.5 mi,los-angeles-ca
"1,500",https://www.zillow.com/homedetails/13691-Gavina-Ave-UNIT-650-Sylmar-CA-91342/2077722513_zpid/,"$195,000",Sylmar,91342,Single Family,2020,No Data,No Data,0,$130,3.0,2,8 days,"8,837",596,"$3,650,023","$18,061/mo",9,1 mi,7,0.9 mi,8,1.5 mi,los-angeles-ca
"1,832",https://www.zillow.com/homedetails/7978-Bellaire-Ave-North-Hollywood-CA-91605/19997108_zpid/,"$749,000",North Hollywood,91605,Single Family,1960,Forced air,Central,0,$409,4.0,3,5 days,"3,436",313,"$709,887","$3,200/mo",3,0.3 mi,3,0.6 mi,5,0.7 mi,los-angeles-ca
"14,000",https://www.zillow.com/homedetails/1250-Bel-Air-Rd-Los-Angeles-CA-90077/20529663_zpid/,"$48,000,000",Los Angeles,90077,Single Family,1993,"Forced air, Gas",Central,0,"$3,429",6.0,10,143 days,"27,676","1,248","$15,850,245","$116,274/mo",10,1.8 mi,5,2.7 mi,6,3.4 mi,los-angeles-ca
"1,028",https://www.zillow.com/homedetails/942-Venango-Ave-Los-Angeles-CA-90029/20745566_zpid/,"$850,000",Los Angeles,90029,Single Family,1925,"Wall, Electric",Wall,0,$827,2.0,2,3 days,"2,040",175,"$850,003","$2,975/mo",3,0.4 mi,7,0.5 mi,8,1.2 mi,los-angeles-ca
"1,522",https://www.zillow.com/homedetails/17415-Hemmingway-St-Northridge-CA-91325/19952295_zpid/,"$725,000",Northridge,91325,Single Family,1951,"Forced air, Electric",Central,0,$476,3.0,2,3 days,"1,280",171,"$758,128","$3,500/mo",6,0.2 mi,2,1 mi,6,2.1 mi,los-angeles-ca
,https://www.zillow.com/homedetails/1615-Blue-Jay-Way-Los-Angeles-CA-90069/95611126_zpid/,"$26,000,000",Los Angeles,90069,Single Family,2020,Forced air,Central,0,0,5.0,8,33 days,"25,806","1,322","$24,847,717","$11,750/mo",9,0.8 mi,2,3.3 mi,7,2.1 mi,los-angeles-ca
"3,923",https://www.zillow.com/homedetails/17207-Quesan-Pl-Encino-CA-91316/19994819_zpid/,"$3,378,000",Encino,91316,Single Family,1966,"Forced air, Gas",Central,0,$861,5.0,5,4 days,"3,599",281,"$1,860,827","$7,500/mo",9,0.9 mi,7,2.4 mi,7,2.1 mi,los-angeles-ca
"2,715",https://www.zillow.com/homedetails/3008-Scotland-St-Los-Angeles-CA-90039/20748528_zpid/,"$2,575,000",Los Angeles,90039,Single Family,1929,Forced air,Central,0,$948,3.0,3,5 days,"3,309",369,"$1,380,941","$4,500/mo",10,0.5 mi,7,0.8 mi,8,0.6 mi,los-angeles-ca
"2,203",https://www.zillow.com/homedetails/17901-Collins-St-Encino-CA-91316/19936712_zpid/,"$1,149,999",Encino,91316,Single Family,1949,"Forced air, wood",Central,0,$522,4.0,4,3 days,"1,748",121,"$1,151,122","$3,995/mo",6,0.2 mi,7,1.3 mi,4,1.1 mi,los-angeles-ca
"4,300",https://www.zillow.com/homedetails/8590-Hollywood-Blvd-Los-Angeles-CA-90069/20797372_zpid/,"$6,450,000",Los Angeles,90069,Single Family,2019,"None, Forced air",Central,0,"$1,500",3.0,5,4 days,"3,981",246,"$6,393,790","$35,000/mo",7,1.5 mi,2,2.6 mi,7,1.5 mi,los-angeles-ca
"1,760",https://www.zillow.com/homedetails/4265-Yosemite-Way-Los-Angeles-CA-90065/20850645_zpid/,"$895,000",Los Angeles,90065,Single Family,1989,Other,Central,0,$509,3.0,2,2 days,735,74,"$901,172","$3,550/mo",7,1.5 mi,2,2.6 mi,7,1.5 mi,los-angeles-ca
"17,224",https://www.zillow.com/homedetails/300-Stone-Canyon-Rd-Los-Angeles-CA-90077/20526830_zpid/,"$63,000,000",Los Angeles,90077,Single Family,2001,Forced air,Central,0,"$3,658",8.0,13,348 days,"17,819",403,"$29,758,496","$202,471/mo",10,0.9 mi,5,1.7 mi,6,2.5 mi,los-angeles-ca
"2,203",https://www.zillow.com/homedetails/17901-Collins-St-Encino-CA-91316/19936712_zpid/,"$1,149,999",Encino,91316,Single Family,1949,"Forced air, wood",Central,0,$522,4.0,4,3 days,"1,748",121,"$1,151,122","$3,995/mo",6,0.2 mi,7,1.3 mi,4,1.1 mi,los-angeles-ca
"14,500",https://www.zillow.com/homedetails/1251-Tower-Grove-Dr-Beverly-Hills-CA-90210/20523657_zpid/,"$58,000,000",Beverly Hills,90210,Single Family,2019,"None, Forced air",Central,0,"$4,000",9.0,12,81 days,"21,018","1,024","$16,286,446","$62,255/mo",10,1.6 mi,5,2.5 mi,6,3.8 mi,los-angeles-ca
"2,715",https://www.zillow.com/homedetails/3008-Scotland-St-Los-Angeles-CA-90039/20748528_zpid/,"$2,575,000",Los Angeles,90039,Single Family,1929,Forced air,Central,0,$948,3.0,3,5 days,"3,309",369,"$1,380,941","$4,500/mo",10,0.5 mi,7,0.8 mi,8,0.6 mi,los-angeles-ca
"11,624",https://www.zillow.com/homedetails/2304-Donella-Cir-Los-Angeles-CA-90077/20531011_zpid/,"$18,950,000",Los Angeles,90077,Single Family,2020,"Forced air, Gas",Central,0,"$1,630",8.0,11,61 days,"24,538","1,293","$2,294,027","$10,903/mo",9,0.2 mi,5,4.2 mi,6,4.4 mi,los-angeles-ca
495,https://www.zillow.com/homedetails/3529-6th-St-Los-Angeles-CA-90023/2078156229_zpid/,"$389,999",Los Angeles,90023,Single Family,2020,Electric,Central,0,$788,1.0,1,43 days,"20,898",805,"$393,334","$10,903/mo",9,0.2 mi,5,4.2 mi,6,4.4 mi,los-angeles-ca
"11,184",https://www.zillow.com/homedetails/1471-Forest-Knoll-Dr-Los-Angeles-CA-90069/20799038_zpid/,"$32,000,000",Los Angeles,90069,Single Family,2020,"None, Other",Central,0,"$2,861",6.0,9,128 days,"23,759","1,000","$30,635,070","$75,048/mo",7,1.8 mi,2,2.8 mi,7,1.6 mi,los-angeles-ca
"5,700",https://www.zillow.com/homedetails/7932-Woodrow-Wilson-Dr-Los-Angeles-CA-90046/20802904_zpid/,"$2,195,000",Los Angeles,90046,Single Family,1950,Forced air,Other,0,$385,4.0,6,143 days,"16,972",817,"$3,288,665","$8,500/mo",8,1.9 mi,7,2.2 mi,8,2.9 mi,los-angeles-ca
"6,000",https://www.zillow.com/homedetails/4778-Zelzah-Ave-Encino-CA-91316/19950271_zpid/,"$4,695,000",Encino,91316,Single Family,2020,Forced air,Central,0,$783,5.0,7,24 days,"15,072","1,196","$1,787,789","$6,500/mo",6,0.6 mi,7,1.4 mi,4,2.2 mi,los-angeles-ca
"6,097",https://www.zillow.com/homedetails/16672-Ashley-Oaks-Encino-CA-91436/19993660_zpid/,"$3,495,000",Encino,91436,Single Family,1977,"Forced air, Gas",Central,0,$573,6.0,8,2 days,"1,181",125,"$3,483,993","$10,000/mo",8,0.4 mi,7,2.9 mi,5,2.2 mi,los-angeles-ca
952,https://www.zillow.com/homedetails/129-E-Avenue-35-Los-Angeles-CA-90031/20637089_zpid/,"$699,000",Los Angeles,90031,Single Family,1894,Wall,No Data,0,$734,3.0,2,4 days,"2,612",239,"$652,024","$2,900/mo",2,0.1 mi,5,0.5 mi,4,1.9 mi,los-angeles-ca
910,https://www.zillow.com/homedetails/18620-Hatteras-St-UNIT-118-Los-Angeles-CA-91356/19934514_zpid/,"$289,000",Los Angeles,91356,Condo,1970,Forced air,Central,0,$318,2.0,2,3 days,"1,389",123,"$289,001","$2,150/mo",3,0.4 mi,7,0.6 mi,4,1 mi,los-angeles-ca
"10,420",https://www.zillow.com/homedetails/15601-Meadowgate-Rd-Encino-CA-91436/19992058_zpid/,"$11,995,000",Encino,91436,Single Family,2020,Other,Central,0,"$1,151",7.0,10,47 days,"19,955","1,107","$1,786,731","$7,900/mo",8,1.2 mi,5,3.3 mi,5,3 mi,los-angeles-ca
"17,583",https://www.zillow.com/homedetails/1166-Linda-Flora-Dr-Los-Angeles-CA-90049/20528913_zpid/,"$4,650,000",Los Angeles,90049,Single Family,1962,"None, Forced air",Central,0,$264,6.0,11,8 days,"5,336",197,"$4,349,199","$18,858/mo",9,1.8 mi,5,2.9 mi,6,2.9 mi,los-angeles-ca
,https://www.zillow.com/homedetails/1615-Blue-Jay-Way-Los-Angeles-CA-90069/95611126_zpid/,"$26,000,000",Los Angeles,90069,Single Family,2020,Forced air,Central,0,0,5.0,8,33 days,"25,806","1,322","$24,847,717","$11,750/mo",9,0.8 mi,2,3.3 mi,7,2.1 mi,los-angeles-ca
"1,759",https://www.zillow.com/homedetails/22109-Mayall-St-Chatsworth-CA-91311/20170831_zpid/,"$750,000",Chatsworth,91311,Single Family,1959,"Forced air, Gas","Refrigerator, Central",0,$426,3.0,2,1 day,729,31,"$699,607","$3,325/mo",7,0.3 mi,6,1 mi,6,1.4 mi,los-angeles-ca
"1,675",https://www.zillow.com/homedetails/7109-Farralone-Ave-UNIT-112-Los-Angeles-CA-91303/19868040_zpid/,"$499,888",Los Angeles,91303,Townhouse,1990,Forced air,Central,0,$298,3.0,3,7 days,"4,560",324,"$504,918","$2,950/mo",6,1 mi,2,0.8 mi,3,0.4 mi,los-angeles-ca
